rule_id,title,type,severity,status,scope,languages,tags,impacts,remediation_cost,default_quality_profiles,language_specific_docs,metadata_path
S1751,Loops with at most one iteration should be refactored,BUG,Major,ready,All,go;python;rust;tsql;java;vbnet;abap;php;swift;csharp;plsql;javascript;cfamily,confusing;bad-practice,RELIABILITY:MEDIUM,Constant/Issue: 5min,Sonar way,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S1751/metadata.json
S1763,All code should be reachable,BUG,Major,ready,Main,apex;go;python;tsql;kotlin;php;scala;swift;plsql;javascript;ruby;cfamily,cwe;unused,RELIABILITY:MEDIUM,Constant/Issue: 5min,Sonar way,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S1763/metadata.json
S1764,Identical expressions should not be used on both sides of a binary operator,BUG,Major,ready,All,apex;go;python;shell;rpg;rust;tsql;java;vbnet;abap;kotlin;php;scala;swift;csharp;plsql;javascript;cobol;ruby;cfamily,suspicious,RELIABILITY:MEDIUM,Constant/Issue: 2min,Sonar way,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S1764/metadata.json
S1774,The ternary operator should not be used,CODE_SMELL,Major,ready,All,java;javascript;cfamily,brain-overload,MAINTAINABILITY:MEDIUM,Constant/Issue: 5min,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S1774/metadata.json
S1788,Method arguments with default values should be last,CODE_SMELL,Major,ready,Main,php;csharp;javascript,,MAINTAINABILITY:MEDIUM,Constant/Issue: 20min,Sonar way,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S1788/metadata.json
S1821,"""switch"" statements should not be nested",CODE_SMELL,Critical,ready,All,apex;go;vb6;java;vbnet;kotlin;php;scala;swift;csharp;javascript;flex;ruby;cfamily,pitfall,MAINTAINABILITY:HIGH,Constant/Issue: 10min,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S1821/metadata.json
S1848,Objects should not be created to be dropped immediately without being used,BUG,Major,ready,Main,java;php;csharp;javascript,,RELIABILITY:MEDIUM,Constant/Issue: 5min,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S1848/metadata.json
S1854,Unused assignments should be removed,CODE_SMELL,Major,ready,All,python;dart;java;php;swift;csharp;plsql;javascript;cfamily,cwe;unused,MAINTAINABILITY:MEDIUM,Constant/Issue: 1min,Sonar way,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S1854/metadata.json
S1862,"Related ""if/else if"" statements should not have the same condition",BUG,Major,ready,All,apex;go;python;rpg;rust;tsql;java;vbnet;abap;kotlin;php;scala;swift;csharp;plsql;javascript;cobol;ruby;cfamily,unused;pitfall,RELIABILITY:MEDIUM,Constant/Issue: 10min,Sonar way,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S1862/metadata.json
S1871,Two branches in a conditional structure should not have exactly the same implementation,CODE_SMELL,Major,ready,Main,apex;go;python;rpg;tsql;java;vbnet;abap;kotlin;php;common;scala;swift;csharp;plsql;javascript;cobol;flex;ruby;cfamily,design;suspicious,MAINTAINABILITY:MEDIUM,Constant/Issue: 10min,Sonar way,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S1871/metadata.json
S1874,"""@Deprecated"" code should not be used",CODE_SMELL,Minor,ready,Main,dart;java;kotlin;javascript;kubernetes;cfamily,cwe;obsolete,MAINTAINABILITY:LOW,Constant/Issue: 15min,Sonar way,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S1874/metadata.json
S1940,Boolean checks should not be inverted,CODE_SMELL,Minor,ready,All,apex;go;python;tsql;java;vbnet;kotlin;php;scala;swift;csharp;plsql;javascript;ruby,pitfall,MAINTAINABILITY:LOW,Constant/Issue: 2min,Sonar way,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S1940/metadata.json
S1994,"""for"" loop increment clauses should modify the loops' counters",CODE_SMELL,Critical,ready,All,go;java;csharp;javascript,confusing,MAINTAINABILITY:HIGH,Constant/Issue: 20min,Sonar way,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S1994/metadata.json
S2004,Functions should not be nested too deeply,CODE_SMELL,Critical,ready,Main,php;javascript,brain-overload,MAINTAINABILITY:HIGH,Constant/Issue: 20min,Sonar way,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S2004/metadata.json
S2068,Hard-coded credentials are security-sensitive,SECURITY_HOTSPOT,Blocker,ready,Main,apex;go;python;secrets;tsql;java;vbnet;abap;kotlin;php;xml;json;scala;swift;yaml;csharp;javascript;kubernetes;cobol;ruby;cfamily,cwe,SECURITY:BLOCKER,Constant/Issue: 30min,Sonar way,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S2068/metadata.json
S2070,SHA-1 and Message-Digest hash algorithms should not be used in secure contexts,VULNERABILITY,Critical,deprecated,Main,python;tsql;java;php;swift;csharp;plsql;javascript;cfamily,,,Constant/Issue: 30min,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S2070/metadata.json
S2076,OS commands should not be vulnerable to command injection attacks,VULNERABILITY,Blocker,ready,Main,go;python;java;vbnet;kotlin;php;common;csharp;javascript,cwe,SECURITY:BLOCKER,Constant/Issue: 30min,Sonar way,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S2076/metadata.json
S2077,Formatting SQL queries is security-sensitive,SECURITY_HOTSPOT,Major,ready,Main,go;python;java;vbnet;php;csharp;javascript;ruby,cwe;bad-practice;sql,MAINTAINABILITY:LOW;SECURITY:MEDIUM,Constant/Issue: 20min,Sonar way,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S2077/metadata.json
S2083,I/O function calls should not be vulnerable to path injection attacks,VULNERABILITY,Blocker,ready,Main,go;python;java;vbnet;kotlin;php;common;csharp;javascript,cwe,SECURITY:BLOCKER,Constant/Issue: 30min,Sonar way,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S2083/metadata.json
S2091,XPath expressions should not be vulnerable to injection attacks,VULNERABILITY,Blocker,ready,Main,go;python;java;vbnet;kotlin;php;common;csharp;javascript,cwe,SECURITY:BLOCKER,Constant/Issue: 30min,Sonar way,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S2091/metadata.json
S2092,"Creating cookies without the ""secure"" flag is security-sensitive",SECURITY_HOTSPOT,Minor,ready,Main,go;python;java;kotlin;php;csharp;javascript;ruby,cwe;privacy,SECURITY:LOW,Constant/Issue: 5min,Sonar way,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S2092/metadata.json
S2094,Classes should not be empty,CODE_SMELL,Minor,ready,All,java;vbnet;swift;csharp;javascript,clumsy,MAINTAINABILITY:LOW,Constant/Issue: 5min,Sonar way,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S2094/metadata.json
S2123,Values should not be uselessly incremented,BUG,Major,ready,All,java;kotlin;php;csharp;javascript;cfamily,unused,RELIABILITY:MEDIUM,Constant/Issue: 5min,Sonar way,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S2123/metadata.json
S2126,"Assignments should not be made in ""return"" statements",CODE_SMELL,Critical,closed,Main,python;php;csharp;javascript;cfamily,,,Constant/Issue: 10min,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S2126/metadata.json
S2137,,,,,,javascript,,,Unknown,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S2137/metadata.json
S2138,,,,,,javascript,,,Unknown,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S2138/metadata.json
S2187,TestCases should contain tests,CODE_SMELL,Blocker,ready,Tests,java;php;csharp;javascript,tests;unused;confusing,MAINTAINABILITY:BLOCKER,Constant/Issue: 5min,Sonar way,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S2187/metadata.json
S2189,Loops should not be infinite,BUG,Blocker,ready,Main,java;kotlin;javascript,,RELIABILITY:BLOCKER,Constant/Issue: 15min,Sonar way,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S2189/metadata.json
S2197,Modulus results should not be checked for direct equality,CODE_SMELL,Critical,ready,All,java;swift;csharp;javascript,suspicious,MAINTAINABILITY:HIGH,Constant/Issue: 5min,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S2197/metadata.json
S2201,Return values from functions without side effects should not be ignored,BUG,Major,ready,Main,python;java;php;swift;csharp;javascript,suspicious;confusing,RELIABILITY:MEDIUM,Constant/Issue: 10min,Sonar way,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S2201/metadata.json
S2208,Wildcard imports should not be used,CODE_SMELL,Critical,ready,All,python;rust;java;javascript,pitfall,MAINTAINABILITY:HIGH,Constant/Issue: 5min,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S2208/metadata.json
S2210,Anntest dummy rule should asdf,BUG,Minor,closed,Main,java;javascript,cwe;bug;misra;suspicious,,Constant/Issue: 2d,Drupal,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S2210/metadata.json
S2224,Assignments should not be chained,CODE_SMELL,Major,closed,Main,python;java;html;php;csharp;javascript;flex;cfamily,confusing,,Constant/Issue: 5min,Sonar way,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S2224/metadata.json
S2228,Console logging should not be used,VULNERABILITY,Minor,deprecated,Main,csharp;javascript,,SECURITY:LOW,Constant/Issue: 5min,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S2228/metadata.json
S2234,Parameters should be passed in the correct order,CODE_SMELL,Major,ready,All,python;java;vbnet;php;csharp;javascript;cfamily,,MAINTAINABILITY:MEDIUM,Constant/Issue: 5min,Sonar way,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S2234/metadata.json
S2245,Using pseudorandom number generators (PRNGs) is security-sensitive,SECURITY_HOTSPOT,Critical,ready,Main,go;python;dart;java;kotlin;php;csharp;javascript;cfamily,cwe,SECURITY:HIGH,Constant/Issue: 10min,Sonar way,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S2245/metadata.json
S2251,"A ""for"" loop update clause should move the counter in the right direction",BUG,Major,ready,All,java;php;csharp;javascript,,RELIABILITY:MEDIUM,Constant/Issue: 5min,Sonar way,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S2251/metadata.json
S2255,Writing cookies is security-sensitive,SECURITY_HOTSPOT,Minor,deprecated,Main,python;java;vbnet;php;csharp;javascript,,,Constant/Issue: 5min,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S2255/metadata.json
S2259,Null pointers should not be dereferenced,BUG,Major,ready,Main,python;java;vbnet;csharp;javascript;cfamily,cwe,RELIABILITY:MEDIUM,Constant/Issue: 10min,Sonar way,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S2259/metadata.json
S2260,Track parsing failures,CODE_SMELL,Major,ready,All,terraform;docker;apex;go;jcl;python;dart;shell;azureresourcemanager;rust;tsql;vb6;java;kotlin;php;xml;ansible;json;githubactions;pli;scala;swift;yaml;csharp;plsql;groovy;javascript;kubernetes;cloudformation;cobol;flex;ruby;cfamily,suspicious,,Constant/Issue: 30min,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S2260/metadata.json
S2301,Public methods should not contain selector arguments,CODE_SMELL,Major,ready,Main,java;javascript,design,MAINTAINABILITY:MEDIUM,Constant/Issue: 15min,,comments-and-links.adoc;rule.adoc;why.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S2301/metadata.json
S2310,,,,,,javascript,,,Unknown,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S2310/metadata.json
S2325,Methods and properties that don't access instance data should be static,CODE_SMELL,Minor,ready,All,python;java;csharp;javascript,pitfall,MAINTAINABILITY:LOW,Constant/Issue: 5min,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S2325/metadata.json
S2376,Write-only properties should not be used,CODE_SMELL,Major,ready,All,vbnet;csharp;javascript,pitfall,MAINTAINABILITY:MEDIUM,Constant/Issue: 20min,Sonar way,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S2376/metadata.json
S2392,,,,,,javascript,,,Unknown,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S2392/metadata.json
S2424,,,,,,javascript,,,Unknown,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S2424/metadata.json
S2427,,,,,,javascript,,,Unknown,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S2427/metadata.json
S2428,,,,,,javascript,,,Unknown,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S2428/metadata.json
S2429,Array literals should be used,CODE_SMELL,Minor,ready,Main,vbnet;javascript,clumsy,MAINTAINABILITY:LOW,Constant/Issue: 5min,Sonar way,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S2429/metadata.json
S2430,,,,,,javascript,,,Unknown,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S2430/metadata.json
S2431,,,,,,javascript,,,Unknown,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S2431/metadata.json
S2432,Setters should not return values,BUG,Major,ready,Main,dart;javascript,,RELIABILITY:MEDIUM,Constant/Issue: 5min,Sonar way,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S2432/metadata.json
S2433,,,,,,javascript,,,Unknown,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S2433/metadata.json
S2434,,,,,,javascript,,,Unknown,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S2434/metadata.json
S2486,Exceptions should not be ignored,CODE_SMELL,Minor,ready,Main,python;dart;rpg;java;csharp;plsql;javascript;cobol;cfamily,cwe;error-handling;suspicious,MAINTAINABILITY:LOW,Constant/Issue: 1h,Sonar way,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S2486/metadata.json
S2494,,,,,,javascript,,,Unknown,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S2494/metadata.json
S2495,Flag arguments should not be used,CODE_SMELL,Major,closed,Main,python;vb6;java;vbnet;php;swift;csharp;javascript;flex;cfamily,clumsy,,Constant/Issue: 20min,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S2495/metadata.json
S2496,,,,,,javascript,,,Unknown,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S2496/metadata.json
S2497,,,,,,javascript,,,Unknown,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S2497/metadata.json
S2498,,,,,,javascript,,,Unknown,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S2498/metadata.json
S2508,,,,,,javascript,,,Unknown,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S2508/metadata.json
S2549,,,,,,javascript,,,Unknown,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S2549/metadata.json
S2550,,,,,,javascript,,,Unknown,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S2550/metadata.json
S2583,Conditionally executed code should be reachable,BUG,Major,ready,All,python;java;vbnet;csharp;javascript;cobol;cfamily,cwe;unused;suspicious;pitfall,RELIABILITY:MEDIUM,Constant/Issue: 15min,Sonar way,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S2583/metadata.json
S2589,Boolean expressions should not be gratuitous,CODE_SMELL,Major,ready,All,python;rust;java;vbnet;csharp;javascript;cobol;cfamily,cwe;suspicious;redundant,MAINTAINABILITY:MEDIUM,Constant/Issue: 10min,Sonar way,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S2589/metadata.json
S2595,Branches should have sufficient coverage by integration tests,CODE_SMELL,Major,closed,Main,python;vb6;java;html;vbnet;php;swift;csharp;javascript;flex;cfamily,bad-practice,,Linear,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S2595/metadata.json
S2598,File uploads should be restricted,VULNERABILITY,Critical,ready,Main,common;javascript,cwe,SECURITY:HIGH,Constant/Issue: 20min,Sonar way,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S2598/metadata.json
S2611,,,,,,javascript,,,Unknown,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S2611/metadata.json
S2612,Setting loose POSIX file permissions is security-sensitive,SECURITY_HOTSPOT,Major,ready,Main,docker;go;python;shell;java;vbnet;php;ansible;githubactions;csharp;javascript;cfamily,cwe,SECURITY:MEDIUM,Constant/Issue: 5min,Sonar way,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S2612/metadata.json
S2630,Vulnerable regular expressions should not be used,BUG,Critical,closed,Main,python;vb6;java;vbnet;php;swift;csharp;javascript;flex;cfamily,denial-of-service,,Constant/Issue: 45min,Sonar way,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S2630/metadata.json
S2631,Regular expressions should not be vulnerable to Denial of Service attacks,VULNERABILITY,Critical,ready,Main,python;java;vbnet;kotlin;php;common;csharp;javascript,cwe;denial-of-service,SECURITY:HIGH,Constant/Issue: 1h,Sonar way,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S2631/metadata.json
S2639,Inappropriate regular expressions should not be used,BUG,Major,ready,All,java;javascript,,RELIABILITY:MEDIUM,Constant/Issue: 15min,Sonar way,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S2639/metadata.json
S2644,,,,,,javascript,,,Unknown,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S2644/metadata.json
S2658,Classes should not be loaded dynamically,VULNERABILITY,Critical,deprecated,Main,java;javascript,,SECURITY:HIGH,Constant/Issue: 45min,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S2658/metadata.json
S2662,Equality operators should be replaced by assignment operators when obviously used by mistake,CODE_SMELL,Blocker,closed,Main,vbnet;php;csharp;plsql;javascript;cfamily,bug,,Constant/Issue: 2min,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S2662/metadata.json
S2681,Multiline blocks should be enclosed in curly braces,CODE_SMELL,Major,ready,All,tsql;java;php;common;csharp;javascript;cfamily,cwe,MAINTAINABILITY:MEDIUM,Constant/Issue: 5min,Sonar way,example.adoc;rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S2681/metadata.json
S2684,,,,,,javascript,,,Unknown,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S2684/metadata.json
S2685,,,,,,javascript,,,Unknown,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S2685/metadata.json
S2688,"""NaN"" should not be used in comparisons",BUG,Major,ready,All,csharp;javascript,,RELIABILITY:MEDIUM,Constant/Issue: 5min,Sonar way,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S2688/metadata.json
S2692,"""indexOf"" checks should not be for positive numbers",CODE_SMELL,Critical,ready,All,java;vbnet;csharp;javascript,suspicious,MAINTAINABILITY:HIGH,Constant/Issue: 2min,Sonar way,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S2692/metadata.json
S2699,Tests should include assertions,CODE_SMELL,Blocker,ready,Tests,apex;java;php;csharp;javascript,tests,MAINTAINABILITY:BLOCKER,Constant/Issue: 10min,Sonar way,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S2699/metadata.json
S2701,Literal boolean values should not be used in assertions,CODE_SMELL,Critical,ready,Tests,java;php;csharp;javascript,tests,MAINTAINABILITY:HIGH,Constant/Issue: 5min,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S2701/metadata.json
S2703,,,,,,javascript,,,Unknown,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S2703/metadata.json
S2713,,,,,,javascript,,,Unknown,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S2713/metadata.json
S2714,,,,,,javascript,,,Unknown,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S2714/metadata.json
S2715,,,,,,javascript,,,Unknown,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S2715/metadata.json
S2716,,,,,,javascript,,,Unknown,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S2716/metadata.json
S2737,"""catch"" clauses should do more than rethrow",CODE_SMELL,Minor,ready,Main,python;tsql;java;vbnet;php;common;swift;csharp;plsql;javascript;cfamily,error-handling;unused;finding;clumsy,MAINTAINABILITY:LOW,Constant/Issue: 5min,Sonar way,code-example.adoc;compliant.adoc;rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S2737/metadata.json
S2751,Conditions should not be immediately retested,CODE_SMELL,Major,closed,Main,python;rpg;vb6;java;vbnet;abap;php;swift;csharp;javascript;cobol;flex;cfamily,bug,,Constant/Issue: 5min,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S2751/metadata.json
S2755,XML parsers should not be vulnerable to XXE attacks,VULNERABILITY,Blocker,ready,Main,python;java;php;common;csharp;javascript;cfamily,cwe,SECURITY:BLOCKER,Constant/Issue: 15min,Sonar way,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S2755/metadata.json
S2757,"Non-existent operators like ""=+"" should not be used",BUG,Major,ready,All,apex;go;python;java;vbnet;kotlin;php;common;csharp;javascript;ruby;cfamily,,RELIABILITY:MEDIUM,Constant/Issue: 2min,Sonar way,code-example.adoc;fix.adoc;rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S2757/metadata.json
S2762,,,,,,javascript,,,Unknown,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S2762/metadata.json
S2769,,,,,,javascript,,,Unknown,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S2769/metadata.json
S2770,,,,,,javascript,,,Unknown,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S2770/metadata.json
S2787,,,,,,javascript,,,Unknown,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S2787/metadata.json
S2814,Variables and functions should not be redeclared,CODE_SMELL,Major,ready,Main,javascript,confusing,MAINTAINABILITY:MEDIUM,Constant/Issue: 20min,Sonar way,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S2814/metadata.json
S2817,,,,,,javascript,,,Unknown,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S2817/metadata.json
S2819,,,,,,common;javascript,,,Unknown,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S2819/metadata.json
S2870,,,,,,javascript,,,Unknown,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S2870/metadata.json
S2871,,,,,,javascript,,,Unknown,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S2871/metadata.json
S2872,,,,,,javascript,,,Unknown,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S2872/metadata.json
S2873,,,,,,javascript,,,Unknown,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S2873/metadata.json
S2898,,,,,,javascript,,,Unknown,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S2898/metadata.json
S2915,,,,,,javascript,,,Unknown,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S2915/metadata.json
S2933,"Fields that are only assigned in the constructor should be ""readonly""",CODE_SMELL,Major,ready,All,dart;csharp;javascript,confusing,MAINTAINABILITY:MEDIUM,Constant/Issue: 2min,Sonar way,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S2933/metadata.json
S2966,Optionals should not be force-unwrapped,CODE_SMELL,Minor,ready,Main,swift;javascript,unpredictable,MAINTAINABILITY:LOW,Constant/Issue: 15min,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S2966/metadata.json
S2970,Assertions should be complete,CODE_SMELL,Blocker,ready,Tests,java;csharp;javascript,tests,MAINTAINABILITY:BLOCKER,Constant/Issue: 5min,Sonar way,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S2970/metadata.json
S2990,,,,,,javascript,,,Unknown,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S2990/metadata.json
S2999,,,,,,javascript,,,Unknown,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S2999/metadata.json
S3001,,,,,,javascript,,,Unknown,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S3001/metadata.json
S3002,,,,,,javascript,,,Unknown,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S3002/metadata.json
S3003,,,,,,javascript,,,Unknown,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S3003/metadata.json
S3045,"""break"" should not be used with a label",CODE_SMELL,Minor,closed,Main,python;java;vbnet;php;swift;csharp;javascript;flex;cfamily,confusing,,Constant/Issue: 20min,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S3045/metadata.json
S3257,Declarations and initializations should be as concise as possible,CODE_SMELL,Minor,ready,All,dart;csharp;javascript,finding;clumsy,MAINTAINABILITY:LOW,Constant/Issue: 1min,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S3257/metadata.json
S3271,,,,,,javascript,,,Unknown,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S3271/metadata.json
S3273,,,,,,javascript,,,Unknown,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S3273/metadata.json
S3317,Class names and file names should match,CODE_SMELL,Minor,ready,Main,javascript,convention;confusing,MAINTAINABILITY:LOW,Constant/Issue: 5min,Sonar way,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S3317/metadata.json
S3330,"Creating cookies without the ""HttpOnly"" flag is security-sensitive",SECURITY_HOTSPOT,Minor,ready,Main,go;python;java;kotlin;php;xml;csharp;javascript;ruby,cwe;privacy,SECURITY:LOW,Constant/Issue: 10min,Sonar way,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S3330/metadata.json
S3353,"Unchanged variables should be marked as ""const""",CODE_SMELL,Critical,ready,Main,kotlin;csharp;javascript,,MAINTAINABILITY:HIGH,Constant/Issue: 2min,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S3353/metadata.json
S3358,Ternary operators should not be nested,CODE_SMELL,Major,ready,All,python;dart;tsql;java;vbnet;php;common;swift;csharp;javascript;cfamily,confusing,MAINTAINABILITY:MEDIUM,Constant/Issue: 5min,Sonar way,compliant.adoc;noncompliant.adoc;rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S3358/metadata.json
S3402,,,,,,javascript,,,Unknown,,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S3402/metadata.json
S3403,Identity operators should not be used with dissimilar types,BUG,Major,ready,Main,python;javascript,,RELIABILITY:MEDIUM,Constant/Issue: 5min,Sonar way,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S3403/metadata.json
S3415,Assertion arguments should be passed in the correct order,CODE_SMELL,Major,ready,Tests,java;php;csharp;javascript,tests;suspicious,MAINTAINABILITY:MEDIUM,Constant/Issue: 2min,Sonar way,rule.adoc,/Users/brywoodruff/Projects/Vibe/rspec/rules/S3415/metadata.json
